,Id,Trial,InterpRating,solution_strategy_response.keys,TrialSequence,Cluster
5857,24034,3,0.0,2,1658,"[0.61697579 0.05583339 0.56928209 0.23977998 0.27452854 0.27822964
 0.71668872 0.89900352 0.1794055  0.80938431]"
5858,24034,3,0.0,2,1659,"[0.56009421 0.84234389 0.244505   0.92429795 0.16855211 0.08781596
 0.11361201 0.38257491 0.43668254 0.87834258]"
5859,24034,3,0.0,2,1660,"[0.84383209 0.20823816 0.76662471 0.55959165 0.17102242 0.31137066
 0.92139345 0.03499157 0.82025109 0.92303418]"
5860,24034,3,0.0,2,1661,"[0.4874369  0.20856546 0.05254078 0.17396175 0.52523497 0.63051546
 0.68549448 0.20764143 0.88029033 0.78128656]"
5861,24034,3,0.0,2,1662,"[0.23387594 0.0746056  0.520779   0.96021763 0.46264081 0.30344036
 0.15517826 0.04151949 0.12894206 0.41064283]"
5862,24034,3,0.0,2,1663,"[0.48765207 0.78699222 0.47971522 0.05966415 0.94146498 0.27682606
 0.78167103 0.95530323 0.35583452 0.48287437]"
5863,24034,3,0.0,2,1664,"[0.78047403 0.69635279 0.55759979 0.60881369 0.44181835 0.40275707
 0.90092803 0.82090916 0.20641954 0.77152648]"
5864,24034,3,0.0,2,1665,"[0.72742802 0.63130925 0.03078348 0.08320198 0.59668342 0.44728487
 0.60056752 0.6551108  0.0486345  0.48470928]"
5865,24034,3,0.0,2,1666,"[0.118444   0.13313749 0.18464935 0.60667069 0.02562039 0.20228425
 0.29297372 0.72172574 0.69471389 0.99055891]"
5866,24034,3,0.0,2,1667,"[0.53560889 0.86606222 0.85164415 0.76855995 0.16735832 0.96597725
 0.72429069 0.90159519 0.03944663 0.34011537]"
5867,24034,3,0.0,2,1668,"[0.20311291 0.37133677 0.99681887 0.04512756 0.47411574 0.22246059
 0.499849   0.44747662 0.97863235 0.33830759]"
5868,24034,3,0.0,2,1669,"[0.76072141 0.81872162 0.14997118 0.36221319 0.76274562 0.34193842
 0.60263491 0.57510837 0.43500129 0.68172705]"
5869,24034,3,0.0,2,1670,"[0.85405422 0.82709607 0.84984567 0.22465514 0.7925835  0.1492171
 0.29795859 0.87887417 0.15036403 0.39668239]"
5870,24034,3,0.0,2,1671,"[0.01521149 0.66265237 0.6390218  0.97673021 0.62673104 0.76964478
 0.03360096 0.94411577 0.76397323 0.98810974]"
5871,24034,3,0.0,2,1672,"[0.36160728 0.07680962 0.24971381 0.66774844 0.48257547 0.32726975
 0.0539512  0.19995284 0.18788422 0.19199601]"
5872,24034,3,0.0,2,1673,"[0.76328572 0.18066365 0.78137033 0.96018128 0.15810094 0.06989547
 0.15775867 0.74978881 0.77159225 0.07250006]"
5873,24034,3,0.0,2,1674,"[0.52902569 0.51729046 0.10521143 0.50419817 0.76540751 0.71347029
 0.96326804 0.52187163 0.47384982 0.29333849]"
5874,24034,3,0.0,2,1675,"[0.30242412 0.49080596 0.22388683 0.95030464 0.11956871 0.85354113
 0.76720602 0.66176735 0.05786579 0.80277776]"
5875,24034,3,0.0,2,1676,"[0.44230761 0.46454737 0.62992278 0.00424072 0.63500318 0.93810675
 0.17525682 0.09371383 0.54762583 0.66603694]"
5876,24034,3,0.0,2,1677,"[0.87413861 0.36616288 0.28489383 0.27014435 0.64599064 0.59286806
 0.29331011 0.49123054 0.44647573 0.64610711]"
5877,24034,3,0.0,2,1678,"[0.82746926 0.27885973 0.52873006 0.0504187  0.82930215 0.01290643
 0.21784127 0.29430477 0.98374564 0.5925294 ]"
5878,24034,3,0.0,2,1679,"[0.13225552 0.95183175 0.09352373 0.7940102  0.25642221 0.21787842
 0.80473585 0.97578236 0.07424014 0.31055712]"
5879,24034,3,0.0,2,1680,"[0.23151599 0.14159361 0.17456222 0.61822853 0.16763596 0.3856199
 0.08601882 0.40585384 0.35035405 0.8147618 ]"
5880,24034,3,0.0,2,1681,"[0.47787649 0.21168964 0.59731188 0.4010591  0.77043843 0.13482888
 0.25220438 0.70711849 0.95758743 0.36372027]"
5881,24034,3,0.0,2,1682,"[0.43665511 0.39768757 0.89096642 0.41875807 0.54174576 0.21431727
 0.2455554  0.66077879 0.62269009 0.74512823]"
5882,24034,3,0.0,2,1683,"[0.09986269 0.94194404 0.44051963 0.12531134 0.12379428 0.69812405
 0.97181079 0.82068954 0.21451406 0.1145943 ]"
5883,24034,3,0.0,2,1684,"[0.85696005 0.24974094 0.60639785 0.44581117 0.11723112 0.97821447
 0.33316102 0.07694142 0.93648676 0.26397324]"
5884,24034,3,0.0,2,1685,"[0.49464983 0.81648242 0.41320799 0.7315006  0.84879249 0.52758066
 0.50600034 0.82054725 0.95533412 0.95061508]"
5885,24034,3,0.0,2,1686,"[0.43256931 0.44619322 0.17531472 0.80164586 0.92159802 0.3721126
 0.31915713 0.70150508 0.3428575  0.36013991]"
5886,24034,3,0.0,2,1687,"[0.38265217 0.33085787 0.26813093 0.7919901  0.50393592 0.02499684
 0.69214604 0.15581077 0.31242582 0.78655854]"
5887,24034,3,0.0,2,1688,"[0.02634224 0.45743672 0.22359204 0.50324005 0.95877734 0.17687381
 0.56002345 0.80130031 0.8078921  0.8166917 ]"
5888,24034,3,0.0,2,1689,"[0.34110526 0.80070497 0.76736898 0.77102846 0.30034505 0.85341883
 0.13125823 0.4000538  0.77120091 0.59641751]"
5889,24034,3,0.0,2,1690,"[0.99345819 0.1163232  0.06979113 0.16357174 0.00197486 0.35383351
 0.74198861 0.64131926 0.84113288 0.08854376]"
5890,24034,3,0.0,2,1691,"[0.317938   0.74583751 0.24771029 0.00527993 0.18150077 0.26620835
 0.59794069 0.02252518 0.20433159 0.89597186]"
5891,24034,3,0.0,2,1692,"[0.10105281 0.22747821 0.86023847 0.12018482 0.8026826  0.38023241
 0.11810022 0.53198924 0.00303976 0.83608162]"
5892,24034,3,0.0,2,1693,"[0.05479239 0.56952002 0.5550952  0.38108544 0.39684531 0.97120924
 0.44529742 0.74289543 0.69885144 0.37097565]"
5893,24034,3,0.0,2,1694,"[0.04506175 0.00878669 0.72008022 0.46403987 0.84003401 0.94195714
 0.67718364 0.27030039 0.15245672 0.83195588]"
5894,24034,3,0.0,2,1695,"[0.87974802 0.78673927 0.32651012 0.53498241 0.971271   0.42206313
 0.67097631 0.98009649 0.62996798 0.62414553]"
5895,24034,3,0.0,2,1696,"[0.18798758 0.24969979 0.09313284 0.62802568 0.81893804 0.10247239
 0.96473291 0.55307905 0.18231847 0.14813421]"
5896,24034,3,0.0,2,1697,"[0.67383742 0.4135023  0.57186105 0.45076106 0.35492977 0.74768788
 0.76631165 0.7739022  0.75172773 0.47494556]"
5897,24034,3,0.0,2,1698,"[0.97385477 0.74804255 0.59087728 0.57639881 0.66187587 0.43408632
 0.79502507 0.19826539 0.80796168 0.85224523]"
5898,24034,3,0.0,2,1699,"[0.52812124 0.99241708 0.44674828 0.58362116 0.88610395 0.37797119
 0.05920834 0.07904082 0.11666134 0.74424122]"
5899,24034,3,0.0,2,1700,"[0.26220446 0.34769563 0.65945437 0.14260151 0.9594856  0.12432964
 0.24559591 0.67786555 0.58864789 0.13640463]"
5900,24034,3,0.0,2,1701,"[0.86657105 0.53995044 0.63308303 0.71176688 0.18460238 0.57153594
 0.57459279 0.19391238 0.79354342 0.77312323]"
5901,24034,3,0.0,2,1702,"[0.46480676 0.77665747 0.06727758 0.26784337 0.05508881 0.5407788
 0.420934   0.47174712 0.07457397 0.54608455]"
5902,24034,3,0.0,2,1703,"[0.87366377 0.06764351 0.32021482 0.85093224 0.33997177 0.39723884
 0.83847635 0.66483626 0.09694323 0.70127078]"
5903,24034,3,0.0,2,1704,"[0.49289672 0.48566624 0.89799596 0.11113212 0.13540448 0.33497605
 0.89119077 0.7887589  0.86110775 0.31373214]"
5904,24034,3,0.0,2,1705,"[0.66183022 0.32009471 0.58560651 0.45127389 0.87091168 0.68692847
 0.72110201 0.5312818  0.34251497 0.84990651]"
5905,24034,3,0.0,2,1706,"[0.37792285 0.55609035 0.66416636 0.92558022 0.59581215 0.33674597
 0.89582227 0.64826701 0.05135682 0.15698475]"
5906,24034,3,0.0,2,1707,"[0.0670355  0.99182651 0.68972127 0.33664595 0.41850945 0.08711489
 0.28319624 0.27412124 0.4474789  0.27147401]"
5907,24034,3,0.0,2,1708,"[0.09158735 0.41905525 0.37904874 0.29051487 0.26793404 0.04150544
 0.18843154 0.62398661 0.37523548 0.16778406]"
5908,24034,3,0.0,2,1709,"[0.77651768 0.77491269 0.29082563 0.36682932 0.72534639 0.21684611
 0.6199554  0.79507466 0.38236423 0.54359297]"
5909,24034,3,0.0,2,1710,"[0.98003162 0.05767288 0.14770185 0.50345435 0.90645883 0.03078267
 0.62694126 0.76061399 0.776555   0.04144155]"
5910,24034,3,0.0,2,1711,"[0.92508918 0.86022971 0.03630075 0.98197066 0.55856666 0.5592377
 0.38693188 0.73587799 0.68384554 0.21041394]"
5911,24034,3,0.0,2,1712,"[0.73323346 0.26161203 0.05892792 0.65514303 0.57394397 0.26701432
 0.45055576 0.4167994  0.4390387  0.9975695 ]"
5912,24034,3,0.0,2,1713,"[0.05649719 0.02158047 0.62912665 0.82626403 0.07401368 0.9423135
 0.20257322 0.25434499 0.02744871 0.27703376]"
5913,24034,3,0.0,2,1714,"[0.97021055 0.86843197 0.39610607 0.1600367  0.62204731 0.40676847
 0.86523125 0.51310193 0.79496995 0.7714502 ]"
5914,24034,3,0.0,2,1715,"[0.29557432 0.1464093  0.79667312 0.39914181 0.93281545 0.81344726
 0.17376207 0.97225026 0.46506104 0.37556702]"
5915,24034,3,0.0,2,1716,"[0.90654571 0.03487185 0.79924366 0.67750526 0.05793761 0.40421464
 0.68811166 0.76944261 0.92486315 0.5253773 ]"
5916,24034,3,0.0,2,1717,"[0.44079985 0.8000537  0.64205339 0.50457561 0.12031472 0.97511429
 0.0044915  0.95817624 0.63746088 0.47148146]"
5917,24034,3,0.0,2,1718,"[0.68815822 0.92346571 0.7775332  0.07949463 0.27220381 0.96287019
 0.67004739 0.28053905 0.29367196 0.81221395]"
5918,24034,3,0.0,2,1719,"[0.9627608  0.92314881 0.58114813 0.4283687  0.81564362 0.17740084
 0.96863235 0.17070682 0.98612469 0.15144848]"
5919,24034,3,0.0,2,1720,"[0.32032517 0.01941652 0.66194271 0.05066209 0.98649967 0.14829032
 0.55813935 0.49680714 0.48616174 0.35651676]"
5920,24034,3,0.0,2,1721,"[0.46463338 0.46316    0.40262948 0.6454219  0.83273375 0.66917332
 0.65914976 0.44201834 0.96882769 0.65313766]"
5921,24034,3,0.0,2,1722,"[0.08180382 0.45273745 0.03473258 0.71426691 0.83709327 0.4994378
 0.9427612  0.38886809 0.97125668 0.56283291]"
5922,24034,3,0.0,2,1723,"[0.59106301 0.46339902 0.67048796 0.86596417 0.54677578 0.06684264
 0.73198996 0.92233245 0.45827956 0.89654264]"
5923,24034,3,0.0,2,1724,"[0.29427111 0.15052737 0.31278333 0.87401206 0.1083789  0.59687457
 0.1903833  0.64032796 0.83044561 0.80254797]"
5924,24034,3,0.0,2,1725,"[0.1923471  0.79053402 0.84162247 0.6948373  0.85277265 0.91488407
 0.23651207 0.13777465 0.55932095 0.03272468]"
5925,24034,3,0.0,2,1726,"[0.24137821 0.67413956 0.70216366 0.40848201 0.574175   0.12237071
 0.05988028 0.40448315 0.1459789  0.83151419]"
5926,24034,3,0.0,2,1727,"[0.26821731 0.12024925 0.93541917 0.65323961 0.31179709 0.40664113
 0.9787205  0.2683377  0.72065102 0.52006821]"
5927,24034,3,0.0,2,1728,"[0.252703   0.49602423 0.284414   0.47938276 0.56194868 0.42579386
 0.85669092 0.39635218 0.56587025 0.23019687]"
5928,24034,3,0.0,2,1729,"[0.09264213 0.20267057 0.00895608 0.21284115 0.385638   0.20398679
 0.93104954 0.96039777 0.71908733 0.27497455]"
5929,24034,3,0.0,2,1730,"[0.95975844 0.08003554 0.49313043 0.50903998 0.05126012 0.68458834
 0.67449761 0.9084703  0.55595582 0.56435319]"
5930,24034,3,0.0,2,1731,"[0.61528631 0.2131105  0.92677164 0.77228947 0.80803623 0.8811258
 0.33612665 0.0758088  0.84102607 0.66503338]"
5931,24034,3,0.0,2,1732,"[0.39880086 0.11088877 0.2523975  0.31453421 0.25708065 0.47248638
 0.36696818 0.97726698 0.52309812 0.66113243]"
5932,24034,3,0.0,2,1733,"[0.31672991 0.54028547 0.41564929 0.62176144 0.81700758 0.55393931
 0.43271712 0.16183932 0.69097971 0.29156888]"
5933,24034,3,0.0,2,1734,"[0.89211295 0.69845968 0.65241034 0.09667083 0.29745727 0.90732604
 0.01973419 0.03958609 0.4855406  0.48973933]"
5934,24034,3,0.0,2,1735,"[0.88722881 0.23637563 0.18347844 0.11587816 0.22662683 0.73321981
 0.36060339 0.41377681 0.26087761 0.38456667]"
5935,24034,3,0.0,2,1736,"[0.90695623 0.77088922 0.88613045 0.8884758  0.60520377 0.40188216
 0.09800543 0.89559733 0.49463327 0.63506683]"
5936,24034,3,0.0,2,1737,"[0.50251043 0.3806653  0.24633709 0.32960247 0.25546384 0.3655112
 0.3665219  0.51006572 0.00920831 0.65306759]"
5937,24034,3,0.0,2,1738,"[0.96707805 0.38697907 0.93987191 0.05234812 0.21682939 0.18660015
 0.68438543 0.69377154 0.98968916 0.74432154]"
5938,24034,3,0.0,2,1739,"[0.79322567 0.21448802 0.19641577 0.17625863 0.22178259 0.51156053
 0.98493949 0.44748518 0.52985498 0.53277619]"
5939,24034,3,0.0,2,1740,"[0.39489583 0.10234802 0.85448173 0.6906732  0.09096418 0.35842064
 0.47068807 0.41246512 0.74907027 0.04399141]"
5940,24034,3,0.0,2,1741,"[0.59530684 0.65724905 0.62594506 0.67957149 0.92034928 0.68270365
 0.70924915 0.19315332 0.8584176  0.71064406]"
5941,24034,3,0.0,2,1742,"[0.56752169 0.29183853 0.89103586 0.07981127 0.45498628 0.0446171
 0.9663342  0.52091152 0.07133664 0.06241944]"
5942,24034,3,0.0,2,1743,"[0.16177203 0.20845757 0.43135555 0.46968512 0.75642376 0.9886802
 0.56498172 0.78812467 0.17853095 0.91818376]"
5943,24034,3,0.0,2,1744,"[0.43700587 0.71859111 0.73445632 0.58787841 0.95982074 0.59201063
 0.80789518 0.15507416 0.17309257 0.70281552]"
5944,24034,3,0.0,2,1745,"[0.99303943 0.0565444  0.29445798 0.69815384 0.5494799  0.62846274
 0.83318832 0.61803983 0.75965043 0.55217948]"
5945,24034,3,0.0,2,1746,"[0.68604612 0.55485139 0.86589349 0.85760923 0.02133265 0.66902956
 0.3526843  0.61355355 0.37734415 0.63648208]"
5946,24034,3,0.0,2,1747,"[0.08655013 0.90973096 0.65015267 0.17615028 0.60480441 0.89514489
 0.95749512 0.63510554 0.54312618 0.7049842 ]"
5947,24034,3,0.0,2,1748,"[0.03221484 0.76473827 0.8526822  0.08014624 0.39239936 0.02316344
 0.23103494 0.42798365 0.79186815 0.18849673]"
5948,24034,3,0.0,2,1749,"[0.58190607 0.67782387 0.45367366 0.5898152  0.16148226 0.28053823
 0.63963964 0.67430426 0.98291458 0.23688665]"
5949,24034,3,0.0,2,1750,"[0.85048925 0.20529416 0.1775439  0.22967938 0.65912729 0.9438411
 0.91781173 0.88482443 0.2398913  0.54696728]"
5950,24034,3,0.0,2,1751,"[0.36501365 0.3794503  0.59391168 0.00102001 0.73546104 0.80521087
 0.84575761 0.42989596 0.04519304 0.74414079]"
5951,24034,3,0.0,2,1752,"[0.9998906  0.81785374 0.98743016 0.68226379 0.7364875  0.89079934
 0.47179886 0.21709231 0.01345204 0.36937657]"
5952,24034,3,0.0,2,1753,"[0.84801098 0.81692983 0.83007191 0.78022297 0.4653303  0.28135799
 0.84259606 0.30076577 0.36548882 0.86056559]"
5953,24034,3,0.0,2,1754,"[0.29219401 0.70647626 0.29956479 0.42617819 0.97414409 0.06408226
 0.38203537 0.16863159 0.56512303 0.35898022]"
5954,24034,3,0.0,2,1755,"[0.68867096 0.94375087 0.28749476 0.45821112 0.11104691 0.29730359
 0.34973852 0.54051872 0.93165916 0.49881604]"
5955,24034,3,0.0,2,1756,"[0.34894514 0.23120016 0.30566446 0.0092436  0.83787718 0.5023784
 0.01047136 0.84138206 0.79450309 0.77572564]"
5956,24034,3,0.0,2,1757,"[0.13349506 0.66236174 0.33051991 0.28469539 0.96434933 0.49435745
 0.51877769 0.86351208 0.32683308 0.19234039]"
5957,24034,3,0.0,2,1758,"[0.50899731 0.35134265 0.11617901 0.88911498 0.09142814 0.42228387
 0.10741682 0.72433716 0.21581883 0.71111029]"
5958,24034,3,0.0,2,1759,"[0.23256157 0.27948763 0.85307786 0.61922785 0.16804832 0.37462697
 0.47208198 0.88188805 0.43860372 0.87368561]"
5959,24034,3,0.0,2,1760,"[0.26869683 0.47995159 0.83046867 0.74138605 0.22685583 0.27280058
 0.0046147  0.27654106 0.11067239 0.99971528]"
5960,24034,3,0.0,2,1761,"[0.30984546 0.44064456 0.00535861 0.5172542  0.58128799 0.48696006
 0.99131796 0.88169858 0.74094645 0.26089995]"
5961,24034,3,0.0,2,1762,"[0.82184927 0.60894216 0.20279596 0.62818986 0.09898919 0.42188196
 0.57875023 0.84846787 0.43441361 0.8342864 ]"
5962,24034,3,0.0,2,1763,"[0.23444255 0.62649728 0.72786043 0.46257766 0.20904704 0.25354063
 0.41626438 0.60624713 0.46323904 0.67978311]"
5963,24034,3,0.0,2,1764,"[0.41280132 0.31406125 0.50912804 0.91746041 0.11640832 0.03107294
 0.75850469 0.36855634 0.65235285 0.25839365]"
5964,24034,3,0.0,2,1765,"[0.65180849 0.88962627 0.7797836  0.16776287 0.79898002 0.63788025
 0.03795369 0.25913903 0.03211411 0.75585523]"
5965,24034,3,0.0,2,1766,"[0.43068692 0.13102461 0.89932971 0.86776289 0.21312728 0.73641743
 0.83186375 0.45506484 0.60117962 0.66488011]"
5966,24034,3,0.0,2,1767,"[0.73556444 0.76803518 0.77270351 0.34481317 0.51021945 0.59270405
 0.4097554  0.52253092 0.02905673 0.28356242]"
5967,24034,3,0.0,2,1768,"[0.10716801 0.69911436 0.54281591 0.9975736  0.2410935  0.40529898
 0.47514572 0.82615117 0.67438634 0.46290455]"
5968,24034,3,0.0,2,1769,"[0.0462419  0.70886386 0.69540522 0.45880977 0.71825517 0.02595232
 0.15969602 0.83342463 0.70155955 0.93940117]"
5969,24034,3,0.0,2,1770,"[0.25607692 0.93089788 0.20381593 0.45974734 0.41529386 0.1412582
 0.94566081 0.18734188 0.88250671 0.02359557]"
5970,24034,3,0.0,2,1771,"[0.966834   0.58176337 0.90558815 0.29857166 0.11843072 0.5593407
 0.58611092 0.49168698 0.80301013 0.51570912]"
5971,24034,3,0.0,2,1772,"[0.19614507 0.58783955 0.83242873 0.9469523  0.14232119 0.71206961
 0.39589497 0.45692358 0.74549548 0.75137644]"
5972,24034,3,0.0,2,1773,"[0.58577383 0.93097788 0.35466842 0.39882156 0.62844137 0.05683249
 0.55495458 0.58603917 0.34752236 0.85489509]"
5973,24034,3,0.0,2,1774,"[0.3348058  0.4891581  0.72058712 0.65798667 0.36190615 0.23775318
 0.47046128 0.87204231 0.08348687 0.73728594]"
5974,24034,3,0.0,2,1775,"[0.40704698 0.42810706 0.45971913 0.35843208 0.82805521 0.96308898
 0.65743691 0.65353031 0.74627305 0.19885403]"
5975,24034,3,0.0,2,1776,"[0.40825208 0.79464619 0.74137123 0.31244877 0.04435816 0.45104189
 0.05458412 0.69575563 0.99796731 0.28201126]"
5976,24034,3,0.0,2,1777,"[0.34610177 0.37225661 0.61555688 0.85766719 0.85045673 0.80507665
 0.88101705 0.73360532 0.84782787 0.79059388]"
5977,24034,3,0.0,2,1778,"[0.76589194 0.47752504 0.37535583 0.80652303 0.40146772 0.56474287
 0.89632736 0.79372339 0.38091058 0.97686363]"
5978,24034,3,0.0,2,1779,"[0.68877645 0.48468859 0.0931889  0.00571523 0.17367908 0.04907665
 0.9631366  0.05607245 0.57366308 0.60948315]"
5979,24034,3,0.0,2,1780,"[0.31896392 0.28514558 0.92358939 0.96875003 0.09408215 0.53344919
 0.67777443 0.78592196 0.28777897 0.19806506]"
5980,24034,3,0.0,2,1781,"[0.04269    0.06792147 0.71792176 0.4529752  0.81263322 0.73639095
 0.9743063  0.48649098 0.83446054 0.25603374]"
5981,24034,3,0.0,2,1782,"[0.3956657  0.78603725 0.95624145 0.26242329 0.74261069 0.16077177
 0.48096817 0.87362232 0.83202743 0.08961802]"
5982,24034,3,0.0,2,1783,"[0.26324008 0.28577671 0.79066205 0.32799826 0.69078762 0.08787482
 0.05321431 0.95910119 0.12361496 0.23123773]"
5983,24034,3,0.0,2,1784,"[0.82608982 0.11828828 0.03218334 0.95303758 0.75195387 0.39088607
 0.159669   0.70380942 0.38246952 0.66460625]"
5984,24034,3,0.0,2,1785,"[0.53201579 0.48992634 0.92109556 0.6726092  0.73943903 0.55236569
 0.4332965  0.86399467 0.09552603 0.13814315]"
5985,24034,3,0.0,2,1786,"[0.50961605 0.28196942 0.5601209  0.72115317 0.20796977 0.00179151
 0.6498733  0.12455597 0.02855536 0.06369292]"
5986,24034,3,0.0,2,1787,"[0.8492068  0.10355375 0.83621925 0.20889772 0.80210508 0.82141838
 0.57117653 0.73994357 0.23336413 0.1722392 ]"
5987,24034,3,0.0,2,1788,"[0.15726865 0.76258925 0.95024006 0.61930222 0.35478043 0.03969957
 0.6210549  0.13752961 0.4715906  0.42531592]"
5988,24034,3,0.0,2,1789,"[0.35531262 0.45252149 0.28325097 0.95290976 0.25088945 0.94305511
 0.53677194 0.44658901 0.78412778 0.80337371]"
5989,24034,3,0.0,2,1790,"[0.26557581 0.18748822 0.30718242 0.72424441 0.26797848 0.7629807
 0.59375878 0.1709393  0.81365352 0.21649725]"
5990,24034,3,0.0,2,1791,"[0.26092217 0.61410227 0.04025938 0.98459355 0.09194581 0.6521262
 0.73838719 0.56920487 0.8326731  0.56818104]"
5991,24034,3,0.0,2,1792,"[0.87567668 0.97653345 0.52690542 0.45804862 0.16320304 0.27072806
 0.41518662 0.70334851 0.04344174 0.69315111]"
5992,24034,3,0.0,2,1793,"[0.30262193 0.17280403 0.13108667 0.85599544 0.02666717 0.66310914
 0.29390147 0.09455205 0.1404355  0.51659909]"
5993,24034,3,0.0,2,1794,"[0.85502702 0.11854416 0.41078404 0.00765728 0.31838055 0.62286021
 0.23339004 0.75278353 0.88105038 0.02974482]"
5994,24034,3,0.0,2,1795,"[0.45491477 0.50799456 0.46467481 0.19555818 0.68557028 0.66361881
 0.71574888 0.20002676 0.25702423 0.40302918]"
5995,24034,3,0.0,2,1796,"[0.43104112 0.33730223 0.35557723 0.99089669 0.59530473 0.48880278
 0.13156631 0.97869778 0.20797391 0.62515897]"
5996,24034,3,0.0,2,1797,"[0.11421197 0.70623083 0.46529432 0.40422652 0.01645424 0.25196406
 0.07097054 0.60844109 0.21768474 0.36634561]"
5997,24034,3,0.0,2,1798,"[0.42026873 0.59730228 0.7389458  0.49637045 0.16938569 0.96587829
 0.28274298 0.18334225 0.72991197 0.96656265]"
5998,24034,3,0.0,2,1799,"[0.64003207 0.59168504 0.27215255 0.45129942 0.50302566 0.43883212
 0.42226796 0.75346559 0.66412378 0.30565445]"
5999,24034,3,0.0,2,1800,"[0.13402326 0.01433764 0.73701261 0.34593794 0.85973459 0.45226331
 0.14969275 0.36110022 0.63179977 0.2331882 ]"
6000,24034,3,0.0,2,1801,"[0.88659852 0.42160101 0.07480962 0.08873594 0.70359557 0.55826425
 0.65690508 0.40911725 0.92125437 0.00302637]"
6001,24034,3,0.0,2,1802,"[0.75796391 0.69978313 0.0541887  0.12511963 0.55794747 0.13228175
 0.87606281 0.73630751 0.19292238 0.41328658]"
6002,24034,3,0.0,2,1803,"[0.33419385 0.57897797 0.72833566 0.10451308 0.60848559 0.02364499
 0.31456333 0.51329117 0.02776979 0.76414819]"
6003,24034,3,0.0,2,1804,"[0.52148531 0.06691753 0.39664948 0.78775604 0.89593836 0.10381234
 0.2268657  0.64055371 0.89916165 0.5426837 ]"
6004,24034,3,0.0,2,1805,"[0.42800763 0.25346127 0.13745771 0.40893741 0.79518081 0.68049861
 0.59941937 0.8544767  0.17132909 0.93704079]"
6005,24034,3,0.0,2,1806,"[0.33427091 0.34842445 0.80904178 0.15409187 0.18616466 0.37903413
 0.65293178 0.47698009 0.46629247 0.10230839]"
6006,24034,3,0.0,2,1807,"[0.57670525 0.4108698  0.794701   0.32037944 0.42275398 0.96458828
 0.48327677 0.46100132 0.57769865 0.69667078]"
6007,24034,3,0.0,2,1808,"[0.00941896 0.87309562 0.27280229 0.62714497 0.41704289 0.33349963
 0.52919201 0.33476809 0.86457287 0.73214247]"
6008,24034,3,0.0,2,1809,"[0.88922279 0.93043299 0.91498604 0.24370512 0.29636202 0.77180139
 0.88915714 0.91084463 0.00946622 0.27792846]"
6009,24034,3,0.0,2,1810,"[0.44142616 0.17604699 0.04318469 0.2345309  0.10999628 0.98580167
 0.9793583  0.23725534 0.33635973 0.98157863]"
6010,24034,3,0.0,2,1811,"[0.01178563 0.3355001  0.18400362 0.63339376 0.78317479 0.55724533
 0.62722614 0.52905725 0.42684915 0.37386589]"
6011,24034,3,0.0,2,1812,"[0.39260213 0.88968643 0.49183452 0.12377048 0.8232695  0.44717426
 0.4978181  0.63984013 0.16962085 0.29227269]"
6012,24034,3,0.0,2,1813,"[0.89668099 0.25879077 0.33529285 0.92207977 0.62862677 0.081258
 0.61698656 0.51117594 0.8675194  0.52626365]"
6013,24034,3,0.0,2,1814,"[0.50540853 0.210452   0.92799755 0.88440042 0.67390941 0.21515532
 0.45900117 0.57505861 0.88651845 0.63211784]"
6014,24034,3,0.0,2,1815,"[0.48098328 0.26162776 0.67218027 0.66660698 0.74940737 0.09333082
 0.42162827 0.82841765 0.40013411 0.64564558]"
6015,24034,3,0.0,2,1816,"[0.66086514 0.33388701 0.54593814 0.56692916 0.36249859 0.61390501
 0.20478431 0.39405517 0.62428134 0.83451568]"
6016,24034,3,0.0,2,1817,"[0.68006352 0.8946594  0.68003956 0.3818176  0.62799998 0.90452363
 0.31456429 0.63121556 0.32879716 0.51443907]"
6017,24034,3,0.0,2,1818,"[0.03113724 0.96007204 0.73953909 0.6660857  0.71310395 0.83264738
 0.17566353 0.28797048 0.11035331 0.51357621]"
6018,24034,3,0.0,2,1819,"[0.51640088 0.01106914 0.48016004 0.26690505 0.7116095  0.29156458
 0.25354243 0.88706509 0.49672624 0.51601178]"
6019,24034,3,0.0,2,1820,"[0.04939637 0.8503249  0.55770208 0.76974452 0.13224465 0.63711465
 0.63185058 0.03709804 0.72599654 0.40087696]"
6020,24034,3,0.0,2,1821,"[0.9342238  0.35117295 0.66712214 0.36314171 0.96942539 0.18003356
 0.65366131 0.20962658 0.17890122 0.707808  ]"
6021,24034,3,0.0,2,1822,"[0.91167673 0.89681786 0.87215833 0.0303158  0.5953413  0.53760377
 0.43185889 0.58671005 0.47307116 0.89445204]"
6022,24034,3,0.0,2,1823,"[0.34675203 0.92770798 0.09489486 0.52620598 0.94458736 0.88607743
 0.61213282 0.8324183  0.43246619 0.90562472]"
6023,24034,3,0.0,2,1824,"[0.5831784  0.59711336 0.27581057 0.61986298 0.1943408  0.55912849
 0.10755705 0.61598179 0.46075512 0.29535671]"
6024,24034,3,0.0,2,1825,"[0.98726086 0.96709932 0.9097628  0.69430009 0.4027346  0.25229762
 0.31991884 0.92189464 0.64152412 0.46073179]"
6025,24034,3,0.0,2,1826,"[0.60222574 0.69585955 0.69427008 0.66023258 0.5600032  0.55870442
 0.58025461 0.61326455 0.65005385 0.04783302]"
6026,24034,3,0.0,2,1827,"[0.67587773 0.92711663 0.8455209  0.2414278  0.93358441 0.9567303
 0.89213161 0.79637789 0.12736296 0.65261611]"
